,title,views,date_time,video_link,thumbnail_link
101,GATE CSE Offline Classes | GATE 2024 Crash Course | Delhi NCR | GeeksforGeeks,18K views,5 months ago,https://www.youtube.com/watch?v=a9xiYYqbaHg,https://i.ytimg.com/vi/a9xiYYqbaHg/hqdefault.jpg
102,How to Build a To-Do Application in Flutter | GeeksforGeeks,944 views,5 months ago,https://www.youtube.com/watch?v=fNuURHd7POk,https://i.ytimg.com/vi/fNuURHd7POk/hqdefault.jpg
103,How to Use Google Sign-in With Firebase in Flutter | GeeksforGeeks,6.7K views,5 months ago,https://www.youtube.com/watch?v=MRb_2Kg0nRI,https://i.ytimg.com/vi/MRb_2Kg0nRI/hqdefault.jpg
104,Machine Learning on GCP | Harnessing the Power of AI | GeeksforGeeks,539 views,5 months ago,https://www.youtube.com/watch?v=KSTX28pUSeI,https://i.ytimg.com/vi/KSTX28pUSeI/hqdefault.jpg
105,GRAPH Data Structure | What is Graph? | DSA Course | GeeksforGeeks,3.1K views,5 months ago,https://www.youtube.com/watch?v=gTsoyORhqkg,https://i.ytimg.com/vi/gTsoyORhqkg/hqdefault.jpg
106,Handling Missing Values | Machine Learning | GeeksforGeeks,769 views,5 months ago,https://www.youtube.com/watch?v=yFJ2_phRslY,https://i.ytimg.com/vi/yFJ2_phRslY/hqdefault.jpg
107,Security Risks of Cloud Computing | GeeksforGeeks,1.3K views,5 months ago,https://www.youtube.com/watch?v=6lxKkdyvS6M,https://i.ytimg.com/vi/6lxKkdyvS6M/hqdefault.jpg
108,DSA Classroom Program with Placement Assistance | Now in Noida & Gurugram | GeeksforGeeks,132K views,5 months ago,https://www.youtube.com/watch?v=ACZoeLwm_fE,https://i.ytimg.com/vi/ACZoeLwm_fE/hqdefault.jpg
109,Free Cloud Bootcamp Sponsored by Google for Developers | GeeksforGeeks,2.3K views,6 months ago,https://www.youtube.com/watch?v=uXpOqQEw7Pc,https://i.ytimg.com/vi/uXpOqQEw7Pc/hqdefault.jpg
110,All Your Queries Answered | DSA to Development Program | GeeksforGeeks,1.8K views,6 months ago,https://www.youtube.com/watch?v=kHBzDvj3D2U,https://i.ytimg.com/vi/kHBzDvj3D2U/hqdefault.jpg
111,10 TIPS and TRICKS to Crack Internships and Placements | GeeksforGeeks,877 views,6 months ago,https://www.youtube.com/watch?v=2QDMIZGeIC4,https://i.ytimg.com/vi/2QDMIZGeIC4/hqdefault.jpg
112,Complete School Guide for CBSE | Free Resources For School Students | GeeksforGeeks,639 views,6 months ago,https://www.youtube.com/watch?v=1ECMlxC6jbs,https://i.ytimg.com/vi/1ECMlxC6jbs/hqdefault.jpg
113,Master System Design | GeeksforGeeks,86K views,6 months ago,https://www.youtube.com/watch?v=vjWLZYeqiN8,https://i.ytimg.com/vi/vjWLZYeqiN8/hqdefault.jpg
114,"Unraveling the Geek-a-thon: The What, How, and Why | Geek-A-Thon | GeeksforGeeks",554 views,6 months ago,https://www.youtube.com/watch?v=6e0v_NhsFMQ,https://i.ytimg.com/vi/6e0v_NhsFMQ/hqdefault.jpg
115,Data Analysis Masterclass | Geek-A-Thon | GeeksforGeeks,839 views,6 months ago,https://www.youtube.com/watch?v=-7Emxpn8DXc,https://i.ytimg.com/vi/-7Emxpn8DXc/hqdefault.jpg
116,GeeksforGeeks Offline Classroom Program | Now Open In Noida & Gurgaon,42K views,6 months ago,https://www.youtube.com/watch?v=2bPiFkt3Nmg,https://i.ytimg.com/vi/2bPiFkt3Nmg/hqdefault.jpg
117,Kickstart your DevOps Career | GeeksforGeeks,112K views,6 months ago,https://www.youtube.com/watch?v=8gwwlpBwr_s,https://i.ytimg.com/vi/8gwwlpBwr_s/hqdefault.jpg
118,First Ever KBC at our Offline Classes | GeeksforGeeks,718 views,6 months ago,https://www.youtube.com/watch?v=chYg2EAKW2A,https://i.ytimg.com/vi/chYg2EAKW2A/hqdefault.jpg
119,Mega Job-a-thon for Working Professionals | 21st July | GeeksforGeeks,1.2K views,6 months ago,https://www.youtube.com/watch?v=CyOh-WDfUvs,https://i.ytimg.com/vi/CyOh-WDfUvs/hqdefault.jpg
120,Explore GeeksforGeeks Hiring Solutions | For Top Tech Companies | Innovative Hiring Solutions,638 views,7 months ago,https://www.youtube.com/watch?v=GDeoPHRqb5w,https://i.ytimg.com/vi/GDeoPHRqb5w/hqdefault.jpg
121,Geek-O-Lympics 2023 | GeeksforGeeks,3.4K views,7 months ago,https://www.youtube.com/watch?v=hLqJiIu6LzY,https://i.ytimg.com/vi/hLqJiIu6LzY/hqdefault.jpg
122,Web 3.0 Explained | GeeksforGeeks,2K views,7 months ago,https://www.youtube.com/watch?v=zEPRJMk3p90,https://i.ytimg.com/vi/zEPRJMk3p90/hqdefault.jpg
123,Geek-O-Lympics 2023 | 1st - 31st July | GeeksforGeeks,1.2K views,7 months ago,https://www.youtube.com/watch?v=GSqepfZLKU0,https://i.ytimg.com/vi/GSqepfZLKU0/hqdefault.jpg
124,What Is Web Scraping & What It Is Used For | How To Use Web Scraping | GeeksforGeeks,1.2K views,7 months ago,https://www.youtube.com/watch?v=MK15a0ipg-E,https://i.ytimg.com/vi/MK15a0ipg-E/hqdefault.jpg
125,Mega Job-A-Thon | Hire Top Talent for Your Company | GeeksforGeeks,1.3K views,7 months ago,https://www.youtube.com/watch?v=cWPqVVobUuA,https://i.ytimg.com/vi/cWPqVVobUuA/hqdefault.jpg
126,DSA To Development: A Complete Coding Guide | Complete Coding Program By GeeksforGeeks,171K views,7 months ago,https://www.youtube.com/watch?v=phr8lXH2Ee0,https://i.ytimg.com/vi/phr8lXH2Ee0/hqdefault.jpg
127,WHAT IS QUEUE? | Queue Data Structures | DSA Course | GeeksforGeeks,2.2K views,7 months ago,https://www.youtube.com/watch?v=ypJwoz_SXTo,https://i.ytimg.com/vi/ypJwoz_SXTo/hqdefault.jpg
128,QUEUE PRACTICE PROBLEMS | Queue Interview Questions | DSA Problems | GeeksforGeeks,1.6K views,7 months ago,https://www.youtube.com/watch?v=KG4dbF5xRig,https://i.ytimg.com/vi/KG4dbF5xRig/hqdefault.jpg
129,Free Summer Offline Classes on Python Programing | For Students Aged 14-21 | GeeksforGeeks,107K views,7 months ago,https://www.youtube.com/watch?v=OOLXHwZzHfM,https://i.ytimg.com/vi/OOLXHwZzHfM/hqdefault.jpg
130,Python Libraries | Data Science | GeeksforGeeks,2.3K views,8 months ago,https://www.youtube.com/watch?v=nDa75spDmeE,https://i.ytimg.com/vi/nDa75spDmeE/hqdefault.jpg
131,ITR Filing Made Simple | Documents require to file ITR | GeeksforGeeks,975 views,8 months ago,https://www.youtube.com/watch?v=SWa-tsbaIpg,https://i.ytimg.com/vi/SWa-tsbaIpg/hqdefault.jpg
132,Full Stack Development | LIVE Classes | GeeksforGeeks,213K views,8 months ago,https://www.youtube.com/watch?v=cBfC9HLR9Qk,https://i.ytimg.com/vi/cBfC9HLR9Qk/hqdefault.jpg
133,GeeksforGeeks Classroom Program in NCR,2.4K views,8 months ago,https://www.youtube.com/watch?v=uEhnTpHY26o,https://i.ytimg.com/vi/uEhnTpHY26o/hqdefault.jpg
134,WHAT IS ARRAY? | Array Data Structures | DSA Course | GeeksforGeeks,7.2K views,8 months ago,https://www.youtube.com/watch?v=3_x_Fb31NLE,https://i.ytimg.com/vi/3_x_Fb31NLE/hqdefault.jpg
135,ARRAY PRACTICE PROBLEMS | Must do Array Questions | DSA Problems | GeeksforGeeks,6.3K views,8 months ago,https://www.youtube.com/watch?v=J7EhXvnixRM,https://i.ytimg.com/vi/J7EhXvnixRM/hqdefault.jpg
136,Gate 2024: Prepare for Success! | GATE CSE 2024 | GeeksforGeeks,61K views,8 months ago,https://www.youtube.com/watch?v=G-3vZKPEtKw,https://i.ytimg.com/vi/G-3vZKPEtKw/hqdefault.jpg
137,Get Started with CP | Competitive Programming Tips | GeeksforGeeks,3K views,8 months ago,https://www.youtube.com/watch?v=FCEj-mreXvI,https://i.ytimg.com/vi/FCEj-mreXvI/hqdefault.jpg
138,React VS Angular VS Vue | GeeksforGeeks,14K views,8 months ago,https://www.youtube.com/watch?v=sA2vgFR-fZc,https://i.ytimg.com/vi/sA2vgFR-fZc/hqdefault.jpg
139,GeeksforGeeks Classroom Program | Now in Noida and Gurugram!,268K views,9 months ago,https://www.youtube.com/watch?v=16D2cuRy5JY,https://i.ytimg.com/vi/16D2cuRy5JY/hqdefault.jpg
140,Transformers in NLP | GeeksforGeeks,10K views,9 months ago,https://www.youtube.com/watch?v=-eqjV5dwb9Q,https://i.ytimg.com/vi/-eqjV5dwb9Q/hqdefault.jpg
141,Jobs that AI can't replace | GeeksforGeeks,3.8K views,9 months ago,https://www.youtube.com/watch?v=uY05MFnSMwU,https://i.ytimg.com/vi/uY05MFnSMwU/hqdefault.jpg
142,Job Fair for Students | Till 25th May Only | GeeksforGeeks,82K views,9 months ago,https://www.youtube.com/watch?v=1GEegOb3fHE,https://i.ytimg.com/vi/1GEegOb3fHE/hqdefault.jpg
143,"Flutter: ""Pros and Cons"" | GeeksforGeeks",5.1K views,9 months ago,https://www.youtube.com/watch?v=0gnaXUiSELY,https://i.ytimg.com/vi/0gnaXUiSELY/hqdefault.jpg
144,Hire Best Talent with GeeksforGeeks,14K views,9 months ago,https://www.youtube.com/watch?v=xifGlf39ahQ,https://i.ytimg.com/vi/xifGlf39ahQ/hqdefault.jpg
145,Tech Jobs without Degree | GeeksforGeeks,1.8K views,9 months ago,https://www.youtube.com/watch?v=5jHvfzt8Ors,https://i.ytimg.com/vi/5jHvfzt8Ors/hqdefault.jpg
146,Start your writing Journey | Geek Author Badges | GeeksforGeeks,1.5K views,9 months ago,https://www.youtube.com/watch?v=ISPOKldx90E,https://i.ytimg.com/vi/ISPOKldx90E/hqdefault.jpg
147,Presenting: GeeksforGeeks Author Badges | Honoring the Writer in You!,1.2K views,9 months ago,https://www.youtube.com/watch?v=kW9BohViP04,https://i.ytimg.com/vi/kW9BohViP04/hqdefault.jpg
148,Create Your Own Apps Today | GeeksforGeeks,35K views,9 months ago,https://www.youtube.com/watch?v=LycNCWC3g18,https://i.ytimg.com/vi/LycNCWC3g18/hqdefault.jpg
149,Top 10 DSA Topics | Master these To Ace In Your Career | GeeksforGeeks,2.6K views,10 months ago,https://www.youtube.com/watch?v=t8aN8nczZlA,https://i.ytimg.com/vi/t8aN8nczZlA/hqdefault.jpg
150,Ernie vs ChatGPT | GeeksforGeeks,1.4K views,10 months ago,https://www.youtube.com/watch?v=iM-EpJHn59Q,https://i.ytimg.com/vi/iM-EpJHn59Q/hqdefault.jpg
151,Rule the Coding World with Geek Summer Carnival | GeeksforGeeks,25K views,10 months ago,https://www.youtube.com/watch?v=zLj3Qb9T2Q4,https://i.ytimg.com/vi/zLj3Qb9T2Q4/hqdefault.jpg
152,How to become a Full Stack Developer | GeeksforGeeks,5.2K views,10 months ago,https://www.youtube.com/watch?v=uSx5XsCkX3c,https://i.ytimg.com/vi/uSx5XsCkX3c/hqdefault.jpg
153,Office Video Leaked 😰🤯,5.7K views,10 months ago,https://www.youtube.com/watch?v=i_HlQl7Tg9Q,https://i.ytimg.com/vi/i_HlQl7Tg9Q/hqdefault.jpg
154,UI/UX Trends every Startup must know! | @thegeekmonk1707 |GeeksforGeeks,1K views,10 months ago,https://www.youtube.com/watch?v=_E6_jZJAT3k,https://i.ytimg.com/vi/_E6_jZJAT3k/hqdefault.jpg
155,Age is Just a Number: The Story of a 14-Year-Old CEO | CodeCast | GeeksforGeeks,15K views,10 months ago,https://www.youtube.com/watch?v=TASew4CmC9w,https://i.ytimg.com/vi/TASew4CmC9w/hqdefault.jpg
156,How to Use GPT 4 | How it's better from GPT 3 | GeeksforGeeks,4K views,10 months ago,https://www.youtube.com/watch?v=Mnx3TAgbX7o,https://i.ytimg.com/vi/Mnx3TAgbX7o/hqdefault.jpg
157,Master DSA Today and be the Masters of Tomorrow,148K views,10 months ago,https://www.youtube.com/watch?v=PsOXP5hg52w,https://i.ytimg.com/vi/PsOXP5hg52w/hqdefault.jpg
158,How to avoid getting Laid Off | ft. Dr. Sneha Sharma,1.1K views,10 months ago,https://www.youtube.com/watch?v=s4frRcj17AM,https://i.ytimg.com/vi/s4frRcj17AM/hqdefault.jpg
159,Psychology of Deciding Your Career ft. Dhairya Gangwani | GeeksforGeeks,878 views,10 months ago,https://www.youtube.com/watch?v=0oPyv39ynTo,https://i.ytimg.com/vi/0oPyv39ynTo/hqdefault.jpg
160,CodeCast Ep. 3 | Learn all About Competitive Programming | @PriyanshAgarwal  with Mr. Sandeep Jain,7.3K views,10 months ago,https://www.youtube.com/watch?v=5uAFQqdS9oA,https://i.ytimg.com/vi/5uAFQqdS9oA/hqdefault.jpg
161,Advice for Women in Tech | ft. @PriyaVajpeyi,1.5K views,11 months ago,https://www.youtube.com/watch?v=tn5BHjwAvTc,https://i.ytimg.com/vi/tn5BHjwAvTc/hqdefault.jpg
162,Roadmap to Amazon | Twinkle Bajaj - SDE at Amazon,1.7K views,11 months ago,https://www.youtube.com/watch?v=nRbR9A_8nMQ,https://i.ytimg.com/vi/nRbR9A_8nMQ/hqdefault.jpg
163,Google Cloud X AMD and GeeksforGeeks Goes to Colleges With Some Fun Twist!,1.5K views,11 months ago,https://www.youtube.com/watch?v=RQuaGniMRUU,https://i.ytimg.com/vi/RQuaGniMRUU/hqdefault.jpg
164,Solving For India Hackathon | @googlecloud X AMD | GeeksforGeeks,2.5K views,11 months ago,https://www.youtube.com/watch?v=p0FQuaFLh0A,https://i.ytimg.com/vi/p0FQuaFLh0A/hqdefault.jpg
165,GeeksforGeeks Job Fair 2023,25K views,11 months ago,https://www.youtube.com/watch?v=xIC1IFPod9Y,https://i.ytimg.com/vi/xIC1IFPod9Y/hqdefault.jpg
166,OpenAI's ChatGPT & GPT 4 | Google's BARD AI | Will AI Replace You?,1.9K views,11 months ago,https://www.youtube.com/watch?v=2RcaFQzCgys,https://i.ytimg.com/vi/2RcaFQzCgys/hqdefault.jpg
167,Get Started With Machine Learning | GeeksforGeeks,1.7K views,11 months ago,https://www.youtube.com/watch?v=RSVndjS2gMM,https://i.ytimg.com/vi/RSVndjS2gMM/hqdefault.jpg
168,🎊Celebrating Bi-Wizard's First Anniversary🎊 | Join the Best Young Coders in the World,630 views,11 months ago,https://www.youtube.com/watch?v=D8aEoRbwC64,https://i.ytimg.com/vi/D8aEoRbwC64/hqdefault.jpg
169,"Meet Shikar Goel, CTO of GeeksforGeeks | Know His Journey",1.8K views,11 months ago,https://www.youtube.com/watch?v=d2zk6YEqGsM,https://i.ytimg.com/vi/d2zk6YEqGsM/hqdefault.jpg
170,An Opportunity for Recruiters to Hire Top Tech Talent | Jobs Fair 2023 | GeeksforGeeks,1.8K views,11 months ago,https://www.youtube.com/watch?v=RbQt5dz8Dws,https://i.ytimg.com/vi/RbQt5dz8Dws/hqdefault.jpg
171,A.I. Apps That Can Change Your Lives | GeeksforGeeks,2.8K views,11 months ago,https://www.youtube.com/watch?v=kApRNheEJ8Q,https://i.ytimg.com/vi/kApRNheEJ8Q/hqdefault.jpg
172,Roadmap To Master Recursion? Roadmap To Master Recursion! | GeeksforGeeks,3.4K views,11 months ago,https://www.youtube.com/watch?v=51JvvwqQmlQ,https://i.ytimg.com/vi/51JvvwqQmlQ/hqdefault.jpg
173,CodeCast Ep. 2 | SDE Without A Technical Degree? | GeeksforGeeks,1.9K views,1 year ago,https://www.youtube.com/watch?v=XlcpYRp0ouc,https://i.ytimg.com/vi/XlcpYRp0ouc/hqdefault.jpg
174,The Art of Becoming a Successful Coder | GeeksforGeeks,6.8K views,1 year ago,https://www.youtube.com/watch?v=jO2SyGwS4bA,https://i.ytimg.com/vi/jO2SyGwS4bA/hqdefault.jpg
175,Optimal Way to Get Started with DSA | GeeksforGeeks,8.6K views,1 year ago,https://www.youtube.com/watch?v=-WLD1oY2dB4,https://i.ytimg.com/vi/-WLD1oY2dB4/hqdefault.jpg
176,Mistakes to Avoid in Your Next Job Interview | GeeksforGeeks,1.5K views,1 year ago,https://www.youtube.com/watch?v=1uO3E57gPpE,https://i.ytimg.com/vi/1uO3E57gPpE/hqdefault.jpg
177,Master These Coding Practices For Your Placement Preparation | GeeksforGeeks,5.5K views,1 year ago,https://www.youtube.com/watch?v=v_mlqwjlv00,https://i.ytimg.com/vi/v_mlqwjlv00/hqdefault.jpg
178,Correct Your Mistakes in 1 minute | Data Science | GeeksforGeeks,1.3K views,1 year ago,https://www.youtube.com/watch?v=vNiiuh__7u0,https://i.ytimg.com/vi/vNiiuh__7u0/hqdefault.jpg
179,CodeCast Ep. 1 | Journey From A Vegetable Seller To A 10LPA+ Job | GeeksforGeeks,2.5K views,1 year ago,https://www.youtube.com/watch?v=ksRDXChKN70,https://i.ytimg.com/vi/ksRDXChKN70/hqdefault.jpg
180,LIVE DSA Sessions By Everyone's Favorite Teacher!,4.7K views,1 year ago,https://www.youtube.com/watch?v=qCioG1rwM6I,https://i.ytimg.com/vi/qCioG1rwM6I/hqdefault.jpg
181,GeeksforGeeks Resolution Days 2023 | Never Before Seen Offers!,7K views,1 year ago,https://www.youtube.com/watch?v=mckeyuVM07g,https://i.ytimg.com/vi/mckeyuVM07g/hqdefault.jpg
182,The Top 5 DSA Fails (and How to Avoid Them!),3.4K views,1 year ago,https://www.youtube.com/watch?v=jMjSpFObSKM,https://i.ytimg.com/vi/jMjSpFObSKM/hqdefault.jpg
183,GeeksforGeeks Now On iOS,1.5K views,1 year ago,https://www.youtube.com/watch?v=bMDud1_-x1U,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
184,"⛄ Merry Christmas, Geeks! ⛄ | Keep Coding Keep Learning | GeeksforGeeks",1.4K views,1 year ago,https://www.youtube.com/watch?v=AESq1z0Okb0,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
185,Student Success Story: Placed as an SDE at Byju's with Help from GeeksforGeeks,1.6K views,1 year ago,https://www.youtube.com/watch?v=yvkQMMU076M,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
186,Service Based Test Series By GeeksforGeeks,1K views,1 year ago,https://www.youtube.com/watch?v=84a0IXscfgE,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
187,India's Biggest Technical Content Writing Event is now LIVE 🔴 Participate Now | GeeksforGeeks,850 views,1 year ago,https://www.youtube.com/watch?v=J63OOZzo-p8,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
188,Landing SDE Role at Paytm | GeeksforGeeks,1.5K views,1 year ago,https://www.youtube.com/watch?v=fyo53bLMyA4,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
189,SDE at Paytm using GFG | GeeksforGeeks,1.3K views,1 year ago,https://www.youtube.com/watch?v=RB1qpEZrcYo,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
190,Roadmap to a Career at Amazon | Preparation Strategies by Senior QAE | GeeksforGeeks,6K views,1 year ago,https://www.youtube.com/watch?v=e_nnIOwhgzY,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
191,Happy Diwali | GeeksforGeeks presents office Diwali Party,1.4K views,1 year ago,https://www.youtube.com/watch?v=mCvuYVwmU2Y,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
192,Data Analysis Complete Roadmap | GeeksforGeeks,3.5K views,1 year ago,https://www.youtube.com/watch?v=VIg0Ka5U3LA,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
193,Roadmap to a Career at Microsoft | Preparation Strategies by Microsoft SDE | GeeksforGeeks,5.5K views,1 year ago,https://www.youtube.com/watch?v=CyI0QuVWawQ,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
194,Geek Week 2022 |11th - 17th October | GeeksforGeeks,3.4K views,1 year ago,https://www.youtube.com/watch?v=Aby3ldYnIQE,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
195,Happy Dussehra 🔥,1.6K views,1 year ago,https://www.youtube.com/watch?v=WkzmnYyEoc8,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
196,Stay Tuned for a Big Surprise!!! | GeeksforGeeks,3.1K views,1 year ago,https://www.youtube.com/watch?v=STVrifPDpVU,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
197,GeeksforGeeks Goes to Delhi Technological University | GfG X DTU,1.7K views,1 year ago,https://www.youtube.com/watch?v=QqHMu9gwlno,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
198,Roadmap to a CAREER AT WALMART | Preparation Strategies by Walmart SDE | GeeksforGeeks,6.1K views,1 year ago,https://www.youtube.com/watch?v=AQHyMunhc_k,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
199,EP 12 - Roadmap to Web Development | Everything About Web Development Ft. Prakash Sakari,2.8K views,1 year ago,https://www.youtube.com/watch?v=PLdt7UobcoY,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
200,EP 11 - Road Map of DSA for Web Development | Everything About Web Development Ft. Prakash Sakari,4K views,1 year ago,https://www.youtube.com/watch?v=1b0P4IG7MIc,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
201,EP 10 - Biggest Coding Mistakes | Everything About Web Development,2.3K views,1 year ago,https://www.youtube.com/watch?v=cAYfzY-9dao,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
202,EP 9 - Overrated Topics in Web Development | Everything About Web Development,1K views,1 year ago,https://www.youtube.com/watch?v=wnwAYPTf9Z8,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
203,EP 8 -  How Important is UI for Websites? | Everything About Web Development,893 views,1 year ago,https://www.youtube.com/watch?v=imRxEskXGx8,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
204,EP 7 - Underrated Topics in Web Development | Everything About Web Development,966 views,1 year ago,https://www.youtube.com/watch?v=MvxiK9tfjNw,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
205,EP 6 - Frameworks to Choose for Web Development | Everything About Web Development,1.2K views,1 year ago,https://www.youtube.com/watch?v=UbFk-BTDnqM,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
206,EP 5 - What is Frontend and Backend Development? | Everything About Web Development,1.9K views,1 year ago,https://www.youtube.com/watch?v=xJNtTqSj54M,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
207,"EP 4 - Is HTML, CSS and JavaScript Enough? | Everything About Web Development Ft. Prakash Sakari",3.3K views,1 year ago,https://www.youtube.com/watch?v=EtZIUwvjzjI,https://i.ytimg.com/vi/bMDud1_-x1U/hqdefault.jpg
